administration_date,fips,locality,health_district,facility_type,vaccine_manufacturer,dose_number,vaccine_doses_administered,Population,region
2021-01-07,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,93,0,other
2021-01-07,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,2,2,0,other
2021-01-07,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,134,0,other
2021-01-07,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,2,3,0,other
2021-01-07,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,113,0,other
2021-01-07,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,34,0,other
2021-01-07,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,229,0,other
2021-01-07,Out of State,Out of State,Out of State,Medical Practices,Non-Specified,1,2,0,other
2021-01-07,Out of State,Out of State,Out of State,Hospitals,Moderna,1,37,0,other
2021-01-07,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,54,0,other
2021-01-07,Out of State,Out of State,Out of State,Other Community Health Providers,Non-Specified,1,1,0,other
2021-01-07,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,117,0,other
2021-01-07,Out of State,Out of State,Out of State,Pharmacies,Moderna,1,10,0,other
2021-01-07,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,13,0,other
2021-01-07,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,6,0,other
2021-01-07,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,180,0,other
2021-01-07,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,227,0,other
2021-01-07,Out of State,Out of State,Out of State,Medical Practices,Pfizer,2,91,0,other
2021-01-06,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,91,0,other
2021-01-06,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,529,0,other
2021-01-06,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,2,1,0,other
2021-01-06,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,92,0,other
2021-01-06,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,135,0,other
2021-01-06,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,8,0,other
2021-01-06,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,14,0,other
2021-01-06,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,63,0,other
2021-01-06,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,81,0,other
2021-01-06,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,407,0,other
2021-01-06,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,11,0,other
2021-01-06,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,2,1,0,other
2021-01-06,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,178,0,other
2021-01-06,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,175,0,other
2021-01-06,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,5,0,other
2021-01-06,Out of State,Out of State,Out of State,Medical Practices,Moderna,2,2,0,other
2021-01-06,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,12,0,other
2021-01-06,Out of State,Out of State,Out of State,Hospitals,Moderna,1,40,0,other
2021-01-06,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,233,0,other
2021-01-06,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,138,0,other
2021-01-06,Out of State,Out of State,Out of State,Medical Practices,Pfizer,2,88,0,other
2021-01-06,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,9,0,other
2021-01-06,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,106,0,other
2021-01-06,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,144,0,other
2021-01-06,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,47,0,other
2021-01-06,Out of State,Out of State,Out of State,Medical Practices,Non-Specified,1,1,0,other
2021-01-05,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,76,0,other
2021-01-05,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,154,0,other
2021-01-05,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,236,0,other
2021-01-05,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,385,0,other
2021-01-05,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,291,0,other
2021-01-05,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,87,0,other
2021-01-05,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,5,0,other
2021-01-05,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,3,0,other
2021-01-05,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,2,0,other
2021-01-05,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,7,0,other
2021-01-05,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,188,0,other
2021-01-05,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,57,0,other
2021-01-05,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,20,0,other
2021-01-05,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,78,0,other
2021-01-05,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,42,0,other
2021-01-05,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,94,0,other
2021-01-05,Out of State,Out of State,Out of State,Hospitals,Moderna,1,50,0,other
2021-01-05,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,200,0,other
2021-01-05,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,74,0,other
2021-01-05,Out of State,Out of State,Out of State,Medical Practices,Pfizer,2,1,0,other
2021-01-05,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,22,0,other
2021-01-04,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,207,0,other
2021-01-04,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,85,0,other
2021-01-04,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,1,0,other
2021-01-04,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,5,0,other
2021-01-04,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,160,0,other
2021-01-04,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,335,0,other
2021-01-04,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,89,0,other
2021-01-04,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,16,0,other
2021-01-04,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,54,0,other
2021-01-04,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,175,0,other
2021-01-04,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,9,0,other
2021-01-04,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,15,0,other
2021-01-04,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,81,0,other
2021-01-04,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,2,0,other
2021-01-04,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,39,0,other
2021-01-04,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,128,0,other
2021-01-04,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,40,0,other
2021-01-04,Out of State,Out of State,Out of State,Hospitals,Moderna,1,41,0,other
2021-01-04,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,63,0,other
2021-01-04,Out of State,Out of State,Out of State,Medical Practices,Pfizer,2,5,0,other
2021-01-04,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,24,0,other
2021-01-03,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,2,1,0,other
2021-01-03,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,78,0,other
2021-01-03,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,42,0,other
2021-01-03,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,11,0,other
2021-01-03,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,243,0,other
2021-01-03,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,6,0,other
2021-01-03,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,13,0,other
2021-01-03,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,31,0,other
2021-01-03,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,1,0,other
2021-01-03,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,6,0,other
2021-01-03,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,47,0,other
2021-01-02,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,230,0,other
2021-01-02,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,9,0,other
2021-01-02,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,3,0,other
2021-01-02,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,83,0,other
2021-01-02,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,39,0,other
2021-01-02,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,72,0,other
2021-01-02,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,41,0,other
2021-01-02,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,356,0,other
2021-01-02,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,117,0,other
2021-01-02,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,4,0,other
2021-01-02,Out of State,Out of State,Out of State,Hospitals,Moderna,1,16,0,other
2021-01-02,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,9,0,other
2021-01-02,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,2,0,other
2021-01-02,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,291,0,other
2021-01-02,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,59,0,other
2021-01-02,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,16,0,other
2021-01-02,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,24,0,other
2021-01-01,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,11,0,other
2021-01-01,Not Reported,Not Reported,Not Reported,Medical Practices,Non-Specified,1,1,0,other
2021-01-01,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,1,0,other
2021-01-01,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,12,0,other
2021-01-01,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,277,0,other
2021-01-01,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,27,0,other
2021-01-01,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,3,0,other
2021-01-01,Not Reported,Not Reported,Not Reported,Medical Practices,J&J,1,1,0,other
2021-01-01,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,17,0,other
2021-01-01,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,21,0,other
2021-01-01,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,1,0,other
2021-01-01,Out of State,Out of State,Out of State,Medical Practices,J&J,1,1,0,other
2021-01-01,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,32,0,other
2021-01-01,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,8,0,other
2020-12-31,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,122,0,other
2020-12-31,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,57,0,other
2020-12-31,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,91,0,other
2020-12-31,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,2,0,other
2020-12-31,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,65,0,other
2020-12-31,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,290,0,other
2020-12-31,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,37,0,other
2020-12-31,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,199,0,other
2020-12-31,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,1,0,other
2020-12-31,Out of State,Out of State,Out of State,Hospitals,Moderna,1,16,0,other
2020-12-31,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,23,0,other
2020-12-31,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,15,0,other
2020-12-31,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,35,0,other
2020-12-31,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,5,0,other
2020-12-31,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,214,0,other
2020-12-31,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,13,0,other
2020-12-31,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,5,0,other
2020-12-30,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,364,0,other
2020-12-30,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,159,0,other
2020-12-30,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,426,0,other
2020-12-30,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,173,0,other
2020-12-30,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,6,0,other
2020-12-30,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,121,0,other
2020-12-30,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,132,0,other
2020-12-30,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,147,0,other
2020-12-30,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,9,0,other
2020-12-30,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,250,0,other
2020-12-30,Out of State,Out of State,Out of State,Medical Practices,Non-Specified,1,1,0,other
2020-12-30,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,17,0,other
2020-12-30,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,89,0,other
2020-12-30,Out of State,Out of State,Out of State,Hospitals,Moderna,1,79,0,other
2020-12-30,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,109,0,other
2020-12-30,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,10,0,other
2020-12-30,Out of State,Out of State,Out of State,Medical Practices,Moderna,2,1,0,other
2020-12-30,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,81,0,other
2020-12-29,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,2,1,0,other
2020-12-29,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,160,0,other
2020-12-29,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,11,0,other
2020-12-29,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,54,0,other
2020-12-29,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,336,0,other
2020-12-29,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,180,0,other
2020-12-29,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,166,0,other
2020-12-29,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,461,0,other
2020-12-29,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,116,0,other
2020-12-29,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,104,0,other
2020-12-29,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,2,0,other
2020-12-29,Out of State,Out of State,Out of State,Hospitals,Moderna,1,65,0,other
2020-12-29,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,125,0,other
2020-12-29,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,16,0,other
2020-12-29,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,62,0,other
2020-12-29,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,274,0,other
2020-12-29,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,15,0,other
2020-12-28,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,197,0,other
2020-12-28,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,252,0,other
2020-12-28,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,442,0,other
2020-12-28,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,10,0,other
2020-12-28,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,117,0,other
2020-12-28,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,125,0,other
2020-12-28,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,26,0,other
2020-12-28,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,240,0,other
2020-12-28,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,121,0,other
2020-12-28,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,81,0,other
2020-12-28,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,1,0,other
2020-12-28,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,7,0,other
